id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
TLTC399,Independent Study in Academic Peer Mentoring,"Prerequisite: Must have completed or be concurrently enrolled in TLTC333. Restriction: Permission of TLTC required - enrollment restriction. Repeatable to 6 credits.

Earn academic credit for the time spent supporting a course in TLTC's Academic Peer Mentoring Program (AMP).",202501,Teaching and Learning Transformation Center,Undergrad,0,,0,0,0,3
TLTC499A,Independent Study in Teaching and Learning,Prerequisite: Must have completed TLTC333. Restriction: Permission of TLTC department required. Contact department for information to register for this course.,202501,Teaching and Learning Transformation Center,Undergrad,2,Mona Thompson; Danielle Pafe,20,20,0,0
TLTC798,University Teaching and Learning,,202501,Teaching and Learning Transformation Center,Grad,1,Marco Molinaro,20,20,0,2
TLTC310,Leadership in Collaborative Learning Groups,"Restriction: Restricted to students selected to participate in the Guided Study Sessions through the Teaching and Learning Transformation Center.
Credit only granted for: HESI318N or TLTC310.
Formerly: HESI318N.",202501,Teaching and Learning Transformation Center,Undergrad,2,Danielle Pafe,40,40,0,1
GEOL445,High Temperature Geochemistry,"Prerequisite: GEOL322, GEOL100, and MATH115. And CHEM131 and CHEM132; or (CHEM135 and CHEM136); or CHEM103.
Restriction: Non-degree-seeking students require the permission of the instructor.",202501,Geology,Undergrad,1,Instructor: TBA,20,20,0,1
GEOL799,Master's Thesis Research,,202501,Geology,Grad,0,,0,0,0,0
GEOL497H,Recent Advances: Geology,"Prerequisite: Must have completed at least 2 upper-level GEOL courses.
Corequisite: GEOL393; and a third upper-level geology course.
Restriction: Must be in Geology program; and GPA of 3.0 or better in both overall and in all courses required for the major; and senior standing; and to be taken as late as possible in the program.
Credit only granted for: GEOL497 or GEOL489H.
Formerly: GEOL489H.",202501,Geology,Undergrad,1,Alan Kaufman,10,10,0,0
GEOL798,Seminar in Geology,,202501,Geology,Grad,0,,0,0,0,0
GEOL110,Physical Geology Laboratory,"Prerequisite: Must have completed or be concurrently enrolled in GEOL120 or GEOL100.
Additional information: CORE Distributive Studies Physical Science Laboratory Course only when taken concurrently with GEOL 100.",202501,Geology,Undergrad,7,Mengqiang Zhu,168,168,0,1
GEOL393,Geology Senior Thesis I: Proposal,"Prerequisite: PHYS141 or (PHYS161 and PHYS174); and MATH141; and (CHEM131 and CHEM132) or (CHEM135 and CHEM136); and must have completed at least two upper-level geology courses and be concurrently enrolled in a third.
Restriction: Junior standing or higher; and must be in Geology program.",202501,Geology,Undergrad,1,Philip Piccoli,10,10,0,0
GEOL635,Environmental Geochemistry,"Prerequisite: MATH115; and (GEOL100 or GEOL120); and (GEOL436 or GEOL444). And CHEM131 and CHEM132; or (CHEM135 and CHEM136).
Restriction: Nondegree-seeking students require the permission of the instructor.
Jointly offered with GEOL435.
Credit only granted for: GEOL635, GEOL789W, GEOL435 or GEOL489W.
Formerly: GEOL789W.",202501,Geology,Grad,1,Sujay Kaushal,10,10,0,0
GEOL443,Petrology,"Prerequisite: GEOL322. And CHEM131 and CHEM132; or (CHEM135 and CHEM136); or CHEM103. And must have completed or be concurrently enrolled in GEOL423; and (GEOL100 or GEOL120); and GEOL110.
Corequisite: Permission of CMNS-Geology department.
Restriction: Non-degree-seeking students require the permission of the instructor.",202501,Geology,Undergrad,1,Richard Walker,18,18,0,1
GEOL394,Geology Senior Thesis II: Research,"Prerequisite: GEOL393; and must have completed at least three upper level GEOL courses.
Restriction: Must be in Geology program; and junior standing or higher.",202501,Geology,Undergrad,0,,0,0,0,0
GEOL204,"Dinosaurs, Early Humans, Ancestors, and Evolution; The Fossil Record of Vanished Worlds of the Prehistoric Past","What good is the fossil record? What relevance or insights might the remains of ancient living things have for our modern world? This course examines how the record of ancient life was made, and how we use diverse scientific techniques to reveal the information it contains. We will look at how the various inhabitants of our planet changed through time, and how different ecosystems such as reefs, forests, and grasslands were assembled. We will see how our own species came to be, and of our spread across the world from our ancestral home in Africa. We'll examine how the fossil record contains evidence of climate changes and extinction events far exceeding what we are currently experiencing, and how we can use these as warnings for our future. We'll address who are the owners and stakeholders in the evidence of the fossil world. Students will learn how to read and interpret the primary scientific literature, and how to present scientific information to others through various media.",202501,Geology,Undergrad,6,Thomas Holtz,110,110,0,6
GEOL654,Fluvial Geomorphology Seminar,"Recommended: GEOL452 and GEOL340.
Restriction: Non-degree-seeking students require the permission of the instructor.
Credit only granted for: GEOL654 or GEOL789B.
Formerly: GEOL789B.",202501,Geology,Grad,1,Karen Prestegaard,8,8,0,0
GEOL340,Geomorphology,"Prerequisite: GEOL120 or GEOL100.
Restriction: Permission of instructor is required of non-degree seeking students.",202501,Geology,Undergrad,1,Karen Prestegaard,24,24,0,0
GEOL497,Recent Advances: Geology,"Prerequisite: Must have completed at least 2 upper-level GEOL courses.
Corequisite: GEOL393; and a third upper-level geology course.
Restriction: Must be in Geology program; and GPA of 3.0 or better in both overall and in all courses required for the major; and senior standing; and to be taken as late as possible in the program.
Credit only granted for: GEOL497 or GEOL489H.
Formerly: GEOL489H.",202501,Geology,Undergrad,1,Alan Kaufman,8,8,0,0
GEOL680,Geodynamics,"Prerequisite: Permission of CMNS-Geology department; or (MATH241, MATH462, and GEOL446).
Recommended: Familiarity with MATLAB or MATHEMATICA.
Credit only granted for: GEOL680 or GEOL789J.
Formerly: GEOL789J.",202501,Geology,Grad,1,Laurent Montesi,10,10,0,1
GEOL100,Physical Geology,"Credit only granted for: GEOL100 or GEOL120.
Additional information: CORE Distributive Studies Physical Science Laboratory Course only when taken concurrently with GEOL 110.",202501,Geology,Undergrad,2,Tracey Centorbi; Mengqiang Zhu,190,190,0,4
GEOL120,Environmental Geology,Credit only granted for: GEOL100 or GEOL120.,202501,Geology,Undergrad,6,Sujay Kaushal,120,120,0,1
GEOL435,Environmental Geochemistry,"Prerequisite: MATH115; and (GEOL100 or GEOL120); and (GEOL436 or GEOL444). And CHEM131 and CHEM132; or (CHEM135 and CHEM136).
Restriction: Nondegree-seeking students require the permission of the instructor.
Credit only granted for: GEOL489W or GEOL435.
Formerly: GEOL489W.",202501,Geology,Undergrad,1,Sujay Kaushal,10,10,0,0
GEOL898,Pre-Candidacy Research,,202501,Geology,Grad,0,,0,0,0,0
GEOL123,Causes and Consequences of Global Change,"Cross-listed with: AOSC123.
Credit only granted for: AOSC123, GEOG123, or GEOL123.",202501,Geology,Undergrad,6,Michael Evans,120,120,0,7
GEOL322,Mineralogy,"Prerequisite: GEOL120 or GEOL100; and GEOL110. And CHEM131 and CHEM132; or (CHEM135 and CHEM136); or CHEM103.
Restriction: Permission of instructor is required for non-degree seeking students.",202501,Geology,Undergrad,1,Megan Newcombe,22,22,0,0
GEOL683,Cosmochemistry,"Recommended: GEOL650.
Credit only granted for: GEOL683 or GEOL789K.
Formerly: GEOL789K.",202501,Geology,Grad,1,Richard Walker,10,10,0,0
GEOL457,Seismology,"Prerequisite: GEOL120 or GEOL100; and (MATH141, GEOL110, and MATH140). Or permission of CMNS-Geology department.
Recommended: PHYS171, PHYS141, or PHYS161.
Restriction: Non-degree-seeking students require the permission of the instructor.
Credit only granted for: GEOL457 or GEOL489A.
Formerly: GEOL489A.",202501,Geology,Undergrad,1,Nicholas Schmerr,10,10,0,1
GEOL789Y,Recent Advances in Geology; The Co-Evolution of Life and Environment from the Archean toPresent,,202501,Geology,Grad,1,Alan Kaufman,10,10,0,0
GEOL102,Historical Geology,Prerequisite: GEOL120 or GEOL100; and GEOL110. Or permission of CMNS-Geology department.,202501,Geology,Undergrad,1,Thomas Holtz,24,24,0,6
GEOL657,Seismic Wave Propagation,"Prerequisite: MATH140 and MATH141; and (PHYS141, PHYS161, or PHYS171); and permission of CMNS-Geology department.
Recommended: GEOL100 or GEOL120; and (MATH241 and MATH246); and (PHYS260 or PHYS273).
Restriction: Non-degree-seeking students require the permission of the instructor.
Credit only granted for: GEOL657 or GEOL789A.
Formerly: GEOL789A.",202501,Geology,Grad,1,Nicholas Schmerr,10,10,0,1
GEOL499,Special Problems in Geology,"Prerequisites: GEOL100 or GEO120, GEOL110, GEOL102; or equivalent; and permission of department. In addition, non-degree-seeking students require the permission of the instructor. Intensive study of a special geologic subject or technique selected after consultation with instructor. Intended to provide training or instruction not available in other courses which will aid the student's development in his or her field of major interest.",202501,Geology,Undergrad,0,,0,0,0,0
GEOL899,Doctoral Dissertation Research,,202501,Geology,Grad,0,,0,0,0,0
GEOL789J,Recent Advances in Geology; Mantle Dynamics,,202501,Geology,Grad,1,Laurent Montesi,10,10,0,0
GEOL447,Observational Geophysics,"Prerequisite: MATH140 and MATH141; and (PHYS141, PHYS161, or PHYS171).",202501,Geology,Undergrad,1,Vedran Lekic,20,20,0,0
GEOL488,Geology Colloquium; Geology Colloquium,,202501,Geology,Undergrad,1,Mengqiang Zhu,30,30,0,1
GEOL789R,Recent Advances in Geology; Geoscience Communication,,202501,Geology,Grad,1,Alan Kaufman,10,10,0,0
GEOL688,Geology Colloquium; Geology Colloquium,,202501,Geology,Grad,1,Mengqiang Zhu,30,30,0,1
GEOL431,Vertebrate Paleobiology,"Prerequisite: BSCI207, BSCI392, GEOL104, GEOL204, or GEOL331; or permission of CMNS-Geology department.",202501,Geology,Undergrad,1,Thomas Holtz; John Merck,10,10,0,3
GEOL647,Observational Geophysics,"Prerequisite: MATH140, MATH141, and PHYS141; and (PHYS161 or PHYS171).
Credit only granted for: GEOL789O or GEOL647.
Formerly: GEOL789O.",202501,Geology,Grad,1,Vedran Lekic,10,10,0,0
PSYC638,Externship in Professional Psychology; Externship in Professional Psychology,For PSYC majors only.,202501,Psychology,Grad,2,Derek Iwamoto; Lea Dougherty,50,50,0,0
PSYC309P,Special Topics in Psychology,,202501,Psychology,Undergrad,1,Nazish Salahuddin,22,22,0,0
PSYC100,Introduction to Psychology,A basic introductory course intended to bring the student into contact with the major problems confronting psychology and the more important attempts at their solution.,202501,Psychology,Undergrad,26,Dirk Parham; Benjamin Jones; Joseph Barnet; Abigail Nicolas,720,720,0,9
PSYC489F,Advanced Special Topics in Psychology; Cultural Experiences and Processes in Development and Psychopathology,"Prerequisite: PSYC355 or equivalent.

An introduction to the subfield of cultural development and psychopathology, which seeks to understand the cultural risk, protective, and promotive factors that contribute to typical and atypical patterns of development. This course will review the theoretical foundations of developmental psychopathology, contemporary models of culture, and current research on how cultural experiences and processes influence the emergence of adaptation and maladaptation at different levels of the human experience.

Restricted to PSYC majors.",202501,Psychology,Undergrad,1,Fanita Tyrell,27,27,0,1
PSYC602,Quantitative Methods II,Prerequisite: PSYC601.,202501,Psychology,Grad,1,Paul Hanges,18,18,0,0
PSYC478,Independent Study in Psychology,Information about independent study may be obtained in BPS 1121. Restricted to PSYC majors (20010) only. The student must have completed 9 hours in PSYC with at least a 3.0 GPA in PSYC and a 2.8 overall GPA.,202501,Psychology,Undergrad,0,,0,0,0,1
PSYC622,Research Methods in Clinical Psychology,"Restriction: Permission of instructor.
Credit only granted for: PSYC622 or PSYC718.
Formerly: PSYC718.",202501,Psychology,Grad,1,Nadia Bounoua,15,15,0,0
PSYC498H,Advanced Psychology II (Honors),Restricted to students in the PSYC honors program. Please email lkader@umd.edu for permission to register.,202501,Psychology,Undergrad,1,Michael Dougherty,18,18,0,0
PSYC361,Survey of Industrial and Organizational Psychology,Prerequisite: PSYC100.,202501,Psychology,Undergrad,1,Cassandra Phetmisy,67,67,0,1
PSYC336,Psychology of Women,"Prerequisite: PSYC100.
Cross-listed with: WGSS336.
Credit only granted for: PSYC336, WMST336 or WGSS 336.
Formerly: WMST336.",202501,Psychology,Undergrad,1,Monica Kearney,99,99,0,1
PSYC623,Child Development & Psychopathology,Restriction: Permission of instructor; and must be in one of the following programs (Psychology (Master's); Psychology (Doctoral)).,202501,Psychology,Grad,1,Christina Danko,40,40,0,1
PSYC479,Special Research Problems in Psychology,Information about research credit may be obtained in BPS 1121. Restricted to PSYC majors (20010) only. The student must have completed 9 hours in PSYC with at least a 3.0 GPA in PSYC and a 2.8 overall GPA.,202501,Psychology,Undergrad,0,,0,0,0,0
PSYC300,Research Methods in Psychology Laboratory,"Prerequisite: PSYC200.
Restriction: Must be in Psychology program or Social Data Science - Psychology Track.",202501,Psychology,Undergrad,18,Tracy Tomlinson; Jacob Coutts,252,252,0,2
PSYC798C,Graduate Seminar; Research Methods in Developmental Psychology,"This course is designed to develop student's understanding of basic and current research methodologies used to answer developmental questions. Both theoretical and practical components will be included. Students will learn about the various philosophies that guide their research questions, how to measure and evaluate developmental phenomena, and determine what methods to use to assess interrelations across developmental time and domains. Finally, we will discuss methodological and analytical approaches to consider when addressing issues concerning missing data, generalizability, and working with diverse communities.",202501,Psychology,Grad,1,Fanita Tyrell,20,20,0,0
PSYC654,Advanced Analytical Thinking: Statistical Methods at Work II,"Prerequisite: PSYC652 and PSYC653.
Restriction: Must be in the Master of Professional Studies in Industrial/Organizational Psychology Program.",202501,Psychology,Grad,1,Joselito Lualhati,35,35,0,0
PSYC341,Introduction to Memory and Cognition,Prerequisite: PSYC200 and PSYC300.,202501,Psychology,Undergrad,1,Robert Slevc,105,105,0,0
PSYC603,Introduction to Industrial and Organizational Psychology,"Credit only granted for: PSYC603 or PSYC730.
Formerly: PSYC730.",202501,Psychology,Grad,2,Nikita Arun; Jennifer Wessel,60,60,0,0
PSYC414,Science of Sleep and Biological Rhythms,"Prerequisite: PSYC301, PSYC202, or NEUR200; or permission of instructor.
Restriction: Must be in a major within the BSOS-Psychology department; and restricted to psychology majors during the registration period.",202501,Psychology,Undergrad,1,David Yager,22,22,0,1
PSYC639,Internship in Professional Psychology; Internship in Professional Psychology,For PSYC majors only.,202501,Psychology,Grad,1,Lea Dougherty,20,20,0,0
PSYC262,Asian American Psychology,"Cross-listed with: AAST262.
Credit only granted for: PSYC262, AAST262 or PSYC489Z.
Formerly: PSYC489Z.",202501,Psychology,Undergrad,1,Derek Iwamoto,54,54,0,0
PSYC389,Experiential Learning,"A course for undergraduate psychology majors to earn academic credit for an approved psychology-related internship experience. Information about the course may be obtained in BPS1121, or by contacting the instructor. Restricted to PSYC majors only.",202501,Psychology,Undergrad,1,Steven Young,18,18,0,1
PSYC433,Basic Helping Skills: Research and Practice,"Prerequisite: PSYC300.
Restriction: Must be in Psychology program; and must have earned a minimum of 85 credits; and must not have completed or be concurrently enrolled in EDCP 310.
Credit only granted for: EDCP210, EDCP310, or PSYC433.",202501,Psychology,Undergrad,15,Heather Ganginis DelPino; Jonathan Mohr,150,150,0,5
PSYC425,Psychology and Law,"Prerequisite: PSYC100, PSYC200, and PSYC300.
Restriction: Must be in Psychology program or Social Data Science - Psychology Track.
Credit only granted for: PSYC325 or PSYC425.",202501,Psychology,Undergrad,1,Tracy Tomlinson,27,27,0,0
PSYC499H,Honors Thesis Research,"In addition to the department and instructor, the director of the honors program may be contacted to obtain a section number. Prerequisite: permission of the thesis advisor. Permission may be obtained in BPS 1147. Restricted to undergraduate PSYC majors only.",202501,Psychology,Undergrad,0,,0,0,0,0
PSYC690,Research in Counseling Psychology I,"Prerequisite: For Counseling Psychology majors only.
Cross-listed with: EDCP690.
Formerly: EDCP778.",202501,Psychology,Grad,1,Jonathan Mohr,10,10,0,0
PSYC653,The Business of Evaluation: Research Methods at Work,"Prerequisite: PSYC652.
Additional information: Course builds from work completed in PSYC 652. Students are also expected to commit to a two-term long project. Students will work with a non-profit organization or local business to ask and answer a business question for the organization. Students will conclude this project in PSYC 654.",202501,Psychology,Grad,1,Vineet Gambhir,40,40,0,0
PSYC307,Collective Behavior and Decision Making in Human and Animal Groups,"Prerequisite: NEUR200, PSYC304 or PSYC221.
Recommended: PSYC200 or equivalent statistics course.
Credit only granted for: PSYC207 or PSYC307.
Formerly: PSYC207.",202501,Psychology,Undergrad,1,Amanda Chicoli,45,45,0,0
PSYC489T,Advanced Special Topics in Psychology; The Psychology of Terrorism,"Prerequisite: PSYC300.

This seminar will cover classic and contemporary approaches to the psychology of terrorism. We will discuss theories of radicalization and deradicalization, as well as empirical data on the motivational, cultural and social aspects of becoming a violent extremist.

Restricted to PSYC majors.",202501,Psychology,Undergrad,1,A Kruglanski,22,22,0,0
PSYC404,Introduction to Behavioral Pharmacology,"Prerequisite: PSYC202 or NEUR200.
Restriction: Must be in Psychology program.",202501,Psychology,Undergrad,1,Ana Navarro Cebrian,45,45,0,1
PSYC748M,Seminar in Social Psychology; Human Motivation,"Why do people do what they do? Why do they fight, and engage in violence? Why and how do they love? How they are persuaded to hold the beliefs tBest regards,nd why they are capable of believing in nonsense? What makes people depressed, drives them to despair or to acts of heroism. Motivation is the force that makes behavior happen, and understanding motivation is key to understanding human psychology. In this course, we will examine major theories of human motivation both classic and contemporary, and discuss cutting-edge issues in this quintessential domain of psychological science.",202501,Psychology,Grad,1,A Kruglanski,20,20,0,0
PSYC424,Communication and Persuasion,Prerequisite: PSYC221 and PSYC200.,202501,Psychology,Undergrad,1,Edward Pallas,40,40,0,0
PSYC432,"Counseling Psychology: Theories, Research, and Practice",Prerequisite: PSYC200.,202501,Psychology,Undergrad,1,Erin Hill,67,67,0,1
PSYC737,Research Methods for Social and Organizational Psychology,Prerequisite: PSYC603 or PSYC604; or permission of instructor.,202501,Psychology,Grad,1,James Grand,20,20,0,1
PSYC330,Child Psychopathology,"Prerequisite: PSYC100.
Restriction: Must be in Psychology program or Social Data Science - Psychology Track.
Credit only granted for: PSYC309B or PSYC330.
Formerly: PSYC309B.",202501,Psychology,Undergrad,1,Lea Dougherty,90,90,0,2
PSYC625,"Clinical Assessment: Psychometric Principles, Testing and Behavior","Restriction: Permission of BSOS-Psychology department.
Credit only granted for: PSYC625 or PSYC721.
Formerly: PSYC721.",202501,Psychology,Grad,1,Andres De Los Reyes,10,10,0,0
PSYC799,Master's Thesis Research; MASTERS THESIS RSRCH,"For PSYC majors only. For all non-psychology graduate students, written permission of the instructor and department is required.",202501,Psychology,Grad,0,,0,0,0,0
PSYC234,Living the Good Life: The Psychology of Happiness,"Credit only granted for: PSYC234 or PSYC289D.
Formerly: PSYC289D.",202501,Psychology,Undergrad,2,Carole Sebenick; Abigail Nicolas,242,242,0,10
PSYC431,Human and Animal Intelligence,"Prerequisite: PSYC300.
Credit only granted for: PSYC431 or PSYC489R.
Formerly: PSYC489R.",202501,Psychology,Undergrad,1,Amanda Chicoli,45,45,0,2
PSYC221,Social Psychology,Prerequisite: PSYC100.,202501,Psychology,Undergrad,2,Nathan Cheek; Joseph Barnet,270,270,0,1
PSYC630,Behavioral and Cognitive Behavioral Intervention for Adults,"Prerequisite: PSYC680.
Restriction: Permission of instructor.
Credit only granted for: PSYC630 or PSYC728.
Formerly: PSYC728.",202501,Psychology,Grad,2,Yevgeny Botanov; Susanna Crowell McQuarrie,60,60,0,0
PSYC629C,Clinical Laboratory; Adult Therapy Practicum,,202501,Psychology,Grad,1,Yevgeny Botanov,10,10,0,0
PSYC344,Health Psychology,"Prerequisite: PSYC100; or permission of instructor.
Restriction: Must be in the Psychology program; or must be in a major within the School of Public Health; or permission of instructor.
Credit only granted for: PSYC489U or PSYC344.
Formerly: PSYC489U.",202501,Psychology,Undergrad,1,Angelica Eddington,67,67,0,2
PSYC450,Applying Psychology to the Workplace: Industrial Organizational Psychology Laboratory,Prerequisite: PSYC300.,202501,Psychology,Undergrad,2,Benjamin Jones,26,26,0,1
PSYC407,Behavioral Neurobiology Laboratory,"Prerequisite: PSYC300; and (PSYC202 or NEUR200).
Restriction: Must be in Psychology program; and must have earned a minimum of 85 credits.",202501,Psychology,Undergrad,3,Matthew Roesch,21,21,0,0
PSYC391,Community Interventions: Domestic Violence II - Service Learning,"Prerequisite: PSYC381 or PSYC318D.
Restriction: Preference given to majors in Psychology; Women, Gender, and Sexuality Studies; and Human Development; and permission of BSOS-Psychology department.
Credit only granted for: PSYC319D or PSYC391.
Formerly: PSYC319D.",202501,Psychology,Undergrad,1,Monica Kearney,10,10,0,0
PSYC406,Neuroethology,"Prerequisite: PSYC301, PSYC202 or NEUR200.
Restriction: Must be in Psychology program.",202501,Psychology,Undergrad,1,Jens Herberholz,36,36,0,0
PSYC693,Assessment in Counseling Psychology II,"Prerequisite: PSYC692.
Credit only granted for: PSYC693 or PSYC722.
Formerly: PSYC722.",202501,Psychology,Grad,1,Kimberly Campbell,20,20,0,0
PSYC607,Advanced Topics in Human-Learning and Cognitive Psychology,"Credit only granted for: PSYC607 or PSYC671.
Formerly: PSYC671.",202501,Psychology,Grad,1,Michael Dougherty,20,20,0,1
PSYC200,Statistical Methods in Psychology,"Prerequisite: PSYC100; and 1 course with a minimum grade of C- from (STAT100, MATH107, MATH111, MATH120, MATH130, MATH136, or MATH140).",202501,Psychology,Undergrad,10,Benjamin Jones,270,270,0,0
PSYC353,Adult Psychopathology,"Prerequisite: PSYC100.
Restriction: Must be in Psychology program or Social Data Science - Psychology Track.",202501,Psychology,Undergrad,1,Abigail Nicolas,105,105,0,7
PSYC304,Biological Psychology,"Prerequisite: PSYC100, BSCI170 and BSCI171; or equivalent.
Credit only granted for: PSYC301 or PSYC304.
Formerly: PSYC301.",202501,Psychology,Undergrad,1,Sydney Ashton,67,67,0,2
PSYC629B,Clinical Laboratory; Assessment Practicum,,202501,Psychology,Grad,1,Mary Byrne,10,10,0,0
PSYC468H,Field Experience and Special Assignments in Honors,,202501,Psychology,Undergrad,7,Tracy Riggins; Karen O'Brien; Elizabeth Redcay; Edward Bernat; Edward Lemay; Robert Slevc; Derek Iwamoto,56,56,0,0
PSYC426,"Psychology of Adolescents' Close Relationships: Parents, Peers, and Romantic Partners","Prerequisite: PSYC355; or permission of the instructor.
Credit only granted for: PSYC426 or PSYC489B.
Formerly: PSYC489B.",202501,Psychology,Undergrad,1,Jude Cassidy,31,31,0,0
PSYC629E,Clinical Laboratory; Diversity Training Therapy Practicum,,202501,Psychology,Grad,1,Instructor: TBA,10,10,0,0
PSYC303,Professional Development for Psychology Majors,"Prerequisite: PSYC123; or permission from the instructor with a completed resume.
Restriction: Must have earned a minimum of 60 credits; and must be in the Psychology major.",202501,Psychology,Undergrad,1,Jose Lima Rosas,45,45,0,0
PSYC354,Multicultural Psychology in the U.S.,Prerequisite: PSYC100.,202501,Psychology,Undergrad,1,Monica Kearney,135,135,0,1
PSYC417,Data Science for Psychology and Neuroscience Majors,"Prerequisite: PSYC200 and PSYC300; and (MATH120, MATH130, or MATH140).
Credit only granted for: PSYC489D or PSYC417.
Formerly: PSYC489D.",202501,Psychology,Undergrad,2,Weizhen Xie; Jacob Coutts,42,42,0,4
PSYC489Q,Advanced Special Topics in Psychology; Psychology of the Black Experience,,202501,Psychology,Undergrad,1,Terrill Taylor,36,36,0,0
PSYC437,The Assessment and Treatment of Addictive Behaviors,Prerequisite: PSYC100; and 9 credits in PSYC courses.,202501,Psychology,Undergrad,2,Susanna Crowell McQuarrie; Abigail Nicolas,108,108,0,5
PSYC899,Doctoral Dissertation Research; Doctoral Dissertation Research,"For PSYC majors only. For all non-psychology graduate students, written permission of the instructor and department is required.",202501,Psychology,Grad,0,,0,0,0,0
PSYC732,Selection and Classification Issues in Organizations,Prerequisite: PSYC603; and (PSYC602; or students who have taken courses with comparable content may contact the department). Or permission of instructor.,202501,Psychology,Grad,1,Kenneth Yusko,35,35,0,0
PSYC888A,Research Methods in Psychology; Developmental Seminar,,202501,Psychology,Grad,1,Elizabeth Redcay,10,10,0,0
PSYC661,Practicum in IO Psychology,"Prerequisite: PSYC603, PSYC652, PSYC653, and PSYC654.
Restriction: Must be in the Master of Professional Studies in Industrial/Organizational Psychology Program.",202501,Psychology,Grad,1,David Shar,40,40,0,0
PSYC660,"Performance Management, Compensation, and Benefits",Restriction: Must be in the Master of Professional Studies in Industrial/Organizational Psychology Program.,202501,Psychology,Grad,1,Kenneth Yusko,40,40,0,0
PSYC334,Psychology of Interpersonal Relationships,Prerequisite: PSYC100.,202501,Psychology,Undergrad,1,Carole Sebenick,90,90,0,2
PSYC469H,Honors Thesis Proposal Preparation,Restricted to undergraduate PSYC majors only.,202501,Psychology,Undergrad,0,,0,0,0,0
PSYC898,Pre-Candidacy Research,,202501,Psychology,Grad,0,,0,0,0,0
PSYC123,The Psychology of Getting Hired,"Restriction: Must not be in a Robert H. Smith School of Business degree program.
Additional information: Cannot be used in place of BMGT367 toward a degree program in the Robert H. Smith School of Business.",202501,Psychology,Undergrad,3,Erica Ely,270,270,0,2
PSYC436,Introduction to Clinical Psychology: From Science to Practice,Prerequisite: PSYC300.,202501,Psychology,Undergrad,1,Andres De Los Reyes,67,67,0,2
PSYC420,Experimental Psychology: Social Psychology Laboratory,"Prerequisite: PSYC300 and PSYC221.
Restriction: Must be in Psychology program or Social Data Science - Psychology Track; and must have earned a minimum of 85 credits.",202501,Psychology,Undergrad,4,Joseph Barnet,52,52,0,3
PSYC459A,Advanced Special Topics in Psychology; Discrepant Results in Mental Health Research,Prerequisite: PSYC300.,202501,Psychology,Undergrad,2,Andres De Los Reyes,30,30,0,1
PSYC355,Developmental Psychology,Prerequisite: PSYC100.,202501,Psychology,Undergrad,2,Arianna Gard; Elizabeth Redcay,270,270,0,1
PSYC302,Fundamentals of Learning and Behavior,"Prerequisite: PSYC100, BSCI170, and BSCI171.
Restriction: Restricted to psychology majors during the registration period; all other majors will be placed on a hold file.",202501,Psychology,Undergrad,1,Matthew Roesch,45,45,0,1
PSYC629D,Clinical Laboratory; Child and Adolescent Therapy Practicum,,202501,Psychology,Grad,1,Christina Danko,10,10,0,0
UNIV399,Experiential Learning in Undergraduate Studies,,202501,University Courses,Undergrad,1,Jayakumar Arasan; Sabrina Labold; Joan Burton,10,10,0,0
UNIV100,The Student in the University,"Credit only granted for: EDCP108O or UNIV100.
Formerly: EDCP108O.",202501,University Courses,Undergrad,3,Christopher Villalobos; Serena Mlawsky; Kayla Kellner,70,70,0,4
UNIV107,Science Technology Engineering Mathematics Colloquium,Restriction: Must be a current student in Letters & Sciences.,202501,University Courses,Undergrad,1,Tara Feikes,20,20,0,0
UNIV106,The Transfer Student in the University,"Restriction: Must be a first-semester transfer student.
Credit only granted for: UNIV106 or EDCP108G.",202501,University Courses,Undergrad,2,JV Sapinoso; Keanu Stovall,39,39,0,1
UNIV099,Internship Seminar,Restriction: Must have earned a minimum cumulative GPA of 2.0 (undergraduates) or 3.0 (graduate students); and Permission of the Career Center; and permission of instructor.,202501,University Courses,Undergrad,1,Jeffrey Quinteros Ceron; Erica Ely,50,50,0,0
UNIV389J,Special Topics in Undergraduate Studies; Federal Independent Study Projects,,202501,University Courses,Undergrad,1,Jayakumar Arasan; Sabrina Labold; Joan Burton,25,25,0,0
UNIV389K,Special Topics in Undergraduate Studies; Special Topics in Experiential Learning Global Semester,,202501,University Courses,Undergrad,2,Jayakumar Arasan; Joan Burton,76,76,0,0
UNIV108,Business Exploration Series Colloquium,"Restriction: Must be a current student in Letters and Science.

For students interested in pursuing a business career. Students learn the fundamentals of career development and what the internship/job search process entails.",202501,University Courses,Undergrad,2,Kelly Marbury,44,44,0,0
UNIV362,Designing Your Life after College,Restriction: Must have earned a minimum of 60 credits.,202501,University Courses,Undergrad,5,Tori Shay; Instructor: TBA,130,130,0,1
CHSE389,Independent Study,,202501,"Counseling, Higher Education, and Special Education",Undergrad,0,,0,0,0,0
CHSE228B,Common Ground Deliberative Dialogues; Carillon Communities,,202501,"Counseling, Higher Education, and Special Education",Undergrad,1,Nikita Kimani,16,16,0,0
CHSE228D,Common Ground Deliberative Dialogues; Common Ground ResLife,"Students will explore current societal issues through an intergroup, deliberative dialogue model. The course includes foundations of dialogue, identity reflection, peer leadership, engagement across differences, anddialogic skill-building.",202501,"Counseling, Higher Education, and Special Education",Undergrad,1,Nikita Kimani,16,16,0,0
